Sitemap,URL,Handle,Last Modified,HTTP Status,Error,Canonical URL,Previous Breadcrumb URL,Category Path
product_sitemap_1.xml,https://www.thegoodguys.com.au/philips-oneblade-360-face-replacement-blade-3-pack-qp43050,philips-oneblade-360-face-replacement-blade-3-pack-qp43050,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/philips-oneblade-360-face-replacement-blade-3-pack-qp43050,/health-and-grooming/grooming/shavers,/health-and-grooming/grooming/shavers
product_sitemap_1.xml,https://www.thegoodguys.com.au/lg-10kg-6kg-combo-washer-dryer-wvc5-1410w,lg-10kg-6kg-combo-washer-dryer-wvc5-1410w,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/lg-10kg-6kg-combo-washer-dryer-wvc5-1410w,/laundry/washing-machines/washer-dryer-combo,/laundry/washing-machines/washer-dryer-combo
product_sitemap_1.xml,https://www.thegoodguys.com.au/schweigen-60cm-black-undermount-rangehood-900m3hr-um1170-6bst,schweigen-60cm-black-undermount-rangehood-900m3hr-um1170-6bst,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/schweigen-60cm-black-undermount-rangehood-900m3hr-um1170-6bst,/cooking-and-dishwashers/rangehoods/undermount-rangehoods,/cooking-and-dishwashers/rangehoods/undermount-rangehoods
product_sitemap_1.xml,https://www.thegoodguys.com.au/smeg-classic-90cm-dual-fuel-upright-cooker-anthracite-fs9606as-1,smeg-classic-90cm-dual-fuel-upright-cooker-anthracite-fs9606as-1,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/smeg-classic-90cm-dual-fuel-upright-cooker-anthracite-fs9606as-1,/cooking-and-dishwashers/ovens/freestanding-ovens,/cooking-and-dishwashers/ovens/freestanding-ovens
product_sitemap_1.xml,https://www.thegoodguys.com.au/belkin-boostcharge-usb-a-to-usb-c-braided-cable-cab002bt2mbk,belkin-boostcharge-usb-a-to-usb-c-braided-cable-cab002bt2mbk,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/belkin-boostcharge-usb-a-to-usb-c-braided-cable-cab002bt2mbk,/phones-and-wearables/phone-accessories/phone-chargers-and-accessories,/phones-and-wearables/phone-accessories/phone-chargers-and-accessories
product_sitemap_1.xml,https://www.thegoodguys.com.au/breville-the-tempset-kettle-light-grey-lke842lgy2ian1,breville-the-tempset-kettle-light-grey-lke842lgy2ian1,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/breville-the-tempset-kettle-light-grey-lke842lgy2ian1,/small-kitchen-appliances/toasters-and-kettles/kettles-and-urns,/small-kitchen-appliances/toasters-and-kettles/kettles-and-urns
product_sitemap_1.xml,https://www.thegoodguys.com.au/haier-75kg-top-load-washer-hwt75aa1,haier-75kg-top-load-washer-hwt75aa1,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/haier-75kg-top-load-washer-hwt75aa1,/laundry/washing-machines/top-load-washing-machines,/laundry/washing-machines/top-load-washing-machines
product_sitemap_1.xml,https://www.thegoodguys.com.au/sunbeam-xl-multi-purpose-heating-pad-hpm5100,sunbeam-xl-multi-purpose-heating-pad-hpm5100,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/sunbeam-xl-multi-purpose-heating-pad-hpm5100,/health-and-grooming/personal-care/heating-pads,/health-and-grooming/personal-care/heating-pads
product_sitemap_1.xml,https://www.thegoodguys.com.au/lavazza-espresso-classico-coffee-capsules-10-pack-7009,lavazza-espresso-classico-coffee-capsules-10-pack-7009,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/lavazza-espresso-classico-coffee-capsules-10-pack-7009,/small-kitchen-appliances/coffee-machines-and-beverages/coffee-pods-and-capsules,/small-kitchen-appliances/coffee-machines-and-beverages/coffee-pods-and-capsules
product_sitemap_1.xml,https://www.thegoodguys.com.au/nordic-ceramic-fan-heater-with-timer-fh140n,nordic-ceramic-fan-heater-with-timer-fh140n,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/nordic-ceramic-fan-heater-with-timer-fh140n,/heating-and-cooling/heaters/electric-heaters,/heating-and-cooling/heaters/electric-heaters
product_sitemap_1.xml,https://www.thegoodguys.com.au/haier-60cm-canopy-rangehood-stainless-steel-hc60blx1,haier-60cm-canopy-rangehood-stainless-steel-hc60blx1,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/haier-60cm-canopy-rangehood-stainless-steel-hc60blx1,/cooking-and-dishwashers/rangehoods/canopy-rangehoods,/cooking-and-dishwashers/rangehoods/canopy-rangehoods
product_sitemap_1.xml,https://www.thegoodguys.com.au/ninja-creami-ice-cream-maker-nc300,ninja-creami-ice-cream-maker-nc300,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/ninja-creami-ice-cream-maker-nc300,/small-kitchen-appliances/specialty-appliances/dessert-machines,/small-kitchen-appliances/specialty-appliances/dessert-machines
product_sitemap_1.xml,https://www.thegoodguys.com.au/bosch-series-4-60cm-electric-cooktop-pke611ba2a,bosch-series-4-60cm-electric-cooktop-pke611ba2a,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/bosch-series-4-60cm-electric-cooktop-pke611ba2a,/cooking-and-dishwashers/cooktops/ceramic-cooktops,/cooking-and-dishwashers/cooktops/ceramic-cooktops
product_sitemap_1.xml,https://www.thegoodguys.com.au/miele-hygiene-filter-sf-hy-60-11639240,miele-hygiene-filter-sf-hy-60-11639240,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/miele-hygiene-filter-sf-hy-60-11639240,/vacuums-and-cleaners/vacuum-and-cleaning-accessories/vacuum-attachments,/vacuums-and-cleaners/vacuum-and-cleaning-accessories/vacuum-attachments
product_sitemap_1.xml,https://www.thegoodguys.com.au/miele-fine-dust-filter-cx-fsf-11639250,miele-fine-dust-filter-cx-fsf-11639250,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/miele-fine-dust-filter-cx-fsf-11639250,/vacuums-and-cleaners/vacuum-and-cleaning-accessories/vacuum-attachments,/vacuums-and-cleaners/vacuum-and-cleaning-accessories/vacuum-attachments
product_sitemap_1.xml,https://www.thegoodguys.com.au/westinghouse-7kg-top-load-washer-wwt7084j5wa,westinghouse-7kg-top-load-washer-wwt7084j5wa,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/westinghouse-7kg-top-load-washer-wwt7084j5wa,/laundry/washing-machines/top-load-washing-machines,/laundry/washing-machines/top-load-washing-machines
product_sitemap_1.xml,https://www.thegoodguys.com.au/ring-video-doorbell-wired-b091d9r5xx,ring-video-doorbell-wired-b091d9r5xx,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/ring-video-doorbell-wired-b091d9r5xx,/smart-home/home-security/video-doorbells,/smart-home/home-security/video-doorbells
product_sitemap_1.xml,https://www.thegoodguys.com.au/electrolux-ultimatehome-700-bagless-vacuum-efc71511db,electrolux-ultimatehome-700-bagless-vacuum-efc71511db,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/electrolux-ultimatehome-700-bagless-vacuum-efc71511db,/vacuums-and-cleaners/vacuum-cleaners/barrel-vacuums,/vacuums-and-cleaners/vacuum-cleaners/barrel-vacuums
product_sitemap_1.xml,https://www.thegoodguys.com.au/sonos-ray-rayg1au1blk,sonos-ray-rayg1au1blk,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/sonos-ray-rayg1au1blk,/audio/home-audio/sound-bars,/audio/home-audio/sound-bars
product_sitemap_1.xml,https://www.thegoodguys.com.au/westinghouse-8kg-heat-pump-dryer-wdh804n7wa,westinghouse-8kg-heat-pump-dryer-wdh804n7wa,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/westinghouse-8kg-heat-pump-dryer-wdh804n7wa,/laundry/dryers/heat-pump-dryers,/laundry/dryers/heat-pump-dryers
product_sitemap_1.xml,https://www.thegoodguys.com.au/laser-blu-ray-player-blu-bd4000,laser-blu-ray-player-blu-bd4000,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/laser-blu-ray-player-blu-bd4000,/televisions/media-players/pvr-and-dvd-players,/televisions/media-players/pvr-and-dvd-players
product_sitemap_1.xml,https://www.thegoodguys.com.au/miele-boost-cx1-cat-and-dog-bagless-vacuum-black-11640600,miele-boost-cx1-cat-and-dog-bagless-vacuum-black-11640600,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/miele-boost-cx1-cat-and-dog-bagless-vacuum-black-11640600,/vacuums-and-cleaners/vacuum-cleaners/barrel-vacuums,/vacuums-and-cleaners/vacuum-cleaners/barrel-vacuums
product_sitemap_1.xml,https://www.thegoodguys.com.au/crest-kids-multi-coloured-rechargeable-night-light-puppy-clknlpup,crest-kids-multi-coloured-rechargeable-night-light-puppy-clknlpup,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/crest-kids-multi-coloured-rechargeable-night-light-puppy-clknlpup,/smart-home/connected-home/led-and-night-lights,/smart-home/connected-home/led-and-night-lights
product_sitemap_1.xml,https://www.thegoodguys.com.au/crest-kids-multi-coloured-mini-night-light-penguin-chpgnnlbc,crest-kids-multi-coloured-mini-night-light-penguin-chpgnnlbc,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/crest-kids-multi-coloured-mini-night-light-penguin-chpgnnlbc,/smart-home/connected-home/led-and-night-lights,/smart-home/connected-home/led-and-night-lights
product_sitemap_1.xml,https://www.thegoodguys.com.au/breville-the-breakfast-pack-light-blue-lkt640lbl2ian1,breville-the-breakfast-pack-light-blue-lkt640lbl2ian1,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/breville-the-breakfast-pack-light-blue-lkt640lbl2ian1,/small-kitchen-appliances/toasters-and-kettles/toaster-and-kettle-packs,/small-kitchen-appliances/toasters-and-kettles/toaster-and-kettle-packs
product_sitemap_1.xml,https://www.thegoodguys.com.au/breville-the-aquastation-hot-lwa200bss2ian1,breville-the-aquastation-hot-lwa200bss2ian1,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/breville-the-aquastation-hot-lwa200bss2ian1,/small-kitchen-appliances/drinks-and-water/water-bottles-and-filters,/small-kitchen-appliances/drinks-and-water/water-bottles-and-filters
product_sitemap_1.xml,https://www.thegoodguys.com.au/connect-smarthome-1080p-smart-video-doorbell-with-chime-csh-camdbwb,connect-smarthome-1080p-smart-video-doorbell-with-chime-csh-camdbwb,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/connect-smarthome-1080p-smart-video-doorbell-with-chime-csh-camdbwb,/smart-home/home-security/video-doorbells,/smart-home/home-security/video-doorbells
product_sitemap_1.xml,https://www.thegoodguys.com.au/fetch-tv-mighty-4-uhd-pvr-1tb-m681t,fetch-tv-mighty-4-uhd-pvr-1tb-m681t,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/fetch-tv-mighty-4-uhd-pvr-1tb-m681t,/televisions/media-players/streaming-devices,/televisions/media-players/streaming-devices
product_sitemap_1.xml,https://www.thegoodguys.com.au/sharp-20l-750w-microwave-black-r211db,sharp-20l-750w-microwave-black-r211db,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/sharp-20l-750w-microwave-black-r211db,/cooking-and-dishwashers/microwaves/microwave-ovens,/cooking-and-dishwashers/microwaves/microwave-ovens
product_sitemap_1.xml,https://www.thegoodguys.com.au/sharp-32l-1200w-flatbed-microwave-white-sm327fhw,sharp-32l-1200w-flatbed-microwave-white-sm327fhw,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/sharp-32l-1200w-flatbed-microwave-white-sm327fhw,/cooking-and-dishwashers/microwaves/microwave-ovens,/cooking-and-dishwashers/microwaves/microwave-ovens
product_sitemap_1.xml,https://www.thegoodguys.com.au/miele-triflex-hx2-cat-and-dog-obsidian-black-11827140,miele-triflex-hx2-cat-and-dog-obsidian-black-11827140,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/miele-triflex-hx2-cat-and-dog-obsidian-black-11827140,/vacuums-and-cleaners/vacuum-cleaners/stick-vacuums,/vacuums-and-cleaners/vacuum-cleaners/stick-vacuums
product_sitemap_1.xml,https://www.thegoodguys.com.au/wahl-clipper-and-trimmer-oil-60ml-wa3313-100,wahl-clipper-and-trimmer-oil-60ml-wa3313-100,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/wahl-clipper-and-trimmer-oil-60ml-wa3313-100,/health-and-grooming/grooming/beard-and-body-trimmers,/health-and-grooming/grooming/beard-and-body-trimmers
product_sitemap_1.xml,https://www.thegoodguys.com.au/haier-90cm-electric-cooktop-black-hce905tb3,haier-90cm-electric-cooktop-black-hce905tb3,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/haier-90cm-electric-cooktop-black-hce905tb3,/cooking-and-dishwashers/cooktops/ceramic-cooktops,/cooking-and-dishwashers/cooktops/ceramic-cooktops
product_sitemap_1.xml,https://www.thegoodguys.com.au/electrolux-60cm-black-ceramic-glass-gas-cooktop-ehg645be,electrolux-60cm-black-ceramic-glass-gas-cooktop-ehg645be,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/electrolux-60cm-black-ceramic-glass-gas-cooktop-ehg645be,/cooking-and-dishwashers/cooktops/gas-cooktops,/cooking-and-dishwashers/cooktops/gas-cooktops
product_sitemap_1.xml,https://www.thegoodguys.com.au/miele-hepa-airclean-filter-sf-ha60-11639210,miele-hepa-airclean-filter-sf-ha60-11639210,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/miele-hepa-airclean-filter-sf-ha60-11639210,/vacuums-and-cleaners/vacuum-and-cleaning-accessories/vacuum-attachments,/vacuums-and-cleaners/vacuum-and-cleaning-accessories/vacuum-attachments
product_sitemap_1.xml,https://www.thegoodguys.com.au/electrolux-90cm-black-ceramic-glass-gas-cooktop-ehg955be,electrolux-90cm-black-ceramic-glass-gas-cooktop-ehg955be,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/electrolux-90cm-black-ceramic-glass-gas-cooktop-ehg955be,/cooking-and-dishwashers/cooktops/gas-cooktops,/cooking-and-dishwashers/cooktops/gas-cooktops
product_sitemap_1.xml,https://www.thegoodguys.com.au/astro-a10-star-killer-base-xbox-headset-white-939-002053,astro-a10-star-killer-base-xbox-headset-white-939-002053,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/astro-a10-star-killer-base-xbox-headset-white-939-002053,/gaming/gaming-accessories/gaming-headsets,/gaming/gaming-accessories/gaming-headsets
product_sitemap_1.xml,https://www.thegoodguys.com.au/belkin-boostcharge-power-bank-20k-15w-bpb012btbk,belkin-boostcharge-power-bank-20k-15w-bpb012btbk,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/belkin-boostcharge-power-bank-20k-15w-bpb012btbk,/phones-and-wearables/phone-accessories/phone-chargers-and-accessories,/phones-and-wearables/phone-accessories/phone-chargers-and-accessories
product_sitemap_1.xml,https://www.thegoodguys.com.au/shark-cordless-vacuum-with-self-cleaning-brushroll-iz102,shark-cordless-vacuum-with-self-cleaning-brushroll-iz102,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/shark-cordless-vacuum-with-self-cleaning-brushroll-iz102,/vacuums-and-cleaners/vacuum-cleaners/stick-vacuums,/vacuums-and-cleaners/vacuum-cleaners/stick-vacuums
product_sitemap_1.xml,https://www.thegoodguys.com.au/electrolux-90cm-pyrolytic-oven-dark-stainless-steel-evep916dse,electrolux-90cm-pyrolytic-oven-dark-stainless-steel-evep916dse,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/electrolux-90cm-pyrolytic-oven-dark-stainless-steel-evep916dse,/cooking-and-dishwashers/ovens/pyrolytic-ovens,/cooking-and-dishwashers/ovens/pyrolytic-ovens
product_sitemap_1.xml,https://www.thegoodguys.com.au/breville-the-toastset-4-slice-light-grey-lta842lgy2ian1,breville-the-toastset-4-slice-light-grey-lta842lgy2ian1,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/breville-the-toastset-4-slice-light-grey-lta842lgy2ian1,/small-kitchen-appliances/toasters-and-kettles/toasters,/small-kitchen-appliances/toasters-and-kettles/toasters
product_sitemap_1.xml,https://www.thegoodguys.com.au/electrolux-90cm-dual-fuel-upright-cooker-efep916dse,electrolux-90cm-dual-fuel-upright-cooker-efep916dse,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/electrolux-90cm-dual-fuel-upright-cooker-efep916dse,/cooking-and-dishwashers/ovens/freestanding-ovens,/cooking-and-dishwashers/ovens/freestanding-ovens
product_sitemap_1.xml,https://www.thegoodguys.com.au/sony-premium-noise-cancelling-headphones-wh1000xm5b,sony-premium-noise-cancelling-headphones-wh1000xm5b,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/sony-premium-noise-cancelling-headphones-wh1000xm5b,/audio/headphones/wireless-headphones,/audio/headphones/wireless-headphones
product_sitemap_1.xml,https://www.thegoodguys.com.au/audio-technica-m20xbt-wireless-studio-headphones-atath-m20xbt,audio-technica-m20xbt-wireless-studio-headphones-atath-m20xbt,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/audio-technica-m20xbt-wireless-studio-headphones-atath-m20xbt,/audio/headphones/wireless-headphones,/audio/headphones/wireless-headphones
product_sitemap_1.xml,https://www.thegoodguys.com.au/haier-60cm-induction-cooktop-hci604tb3,haier-60cm-induction-cooktop-hci604tb3,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/haier-60cm-induction-cooktop-hci604tb3,/cooking-and-dishwashers/cooktops/induction-cooktops,/cooking-and-dishwashers/cooktops/induction-cooktops
product_sitemap_1.xml,https://www.thegoodguys.com.au/cygnett-50cm-usb-20-armoured-braided-usb-cusb-c-black-cy4673pctyc,cygnett-50cm-usb-20-armoured-braided-usb-cusb-c-black-cy4673pctyc,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/cygnett-50cm-usb-20-armoured-braided-usb-cusb-c-black-cy4673pctyc,/phones-and-wearables/phone-accessories/phone-chargers-and-accessories,/phones-and-wearables/phone-accessories/phone-chargers-and-accessories
product_sitemap_1.xml,https://www.thegoodguys.com.au/electrolux-90cm-electric-upright-cooker-efep956dse,electrolux-90cm-electric-upright-cooker-efep956dse,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/electrolux-90cm-electric-upright-cooker-efep956dse,/cooking-and-dishwashers/ovens/freestanding-ovens,/cooking-and-dishwashers/ovens/freestanding-ovens
product_sitemap_1.xml,https://www.thegoodguys.com.au/haier-60cm-electric-cooktop-black-hce604tb3,haier-60cm-electric-cooktop-black-hce604tb3,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/haier-60cm-electric-cooktop-black-hce604tb3,/cooking-and-dishwashers/cooktops/ceramic-cooktops,/cooking-and-dishwashers/cooktops/ceramic-cooktops
product_sitemap_1.xml,https://www.thegoodguys.com.au/haier-508l-quad-door-refrigerator-hrf580yhc,haier-508l-quad-door-refrigerator-hrf580yhc,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/haier-508l-quad-door-refrigerator-hrf580yhc,/fridges-and-freezers/refrigerators/french-door-fridges,/fridges-and-freezers/refrigerators/french-door-fridges
product_sitemap_1.xml,https://www.thegoodguys.com.au/hisense-85-inches-uxau-4k-uled-x-mini-led-qled-smart-tv-23-85uxau,hisense-85-inches-uxau-4k-uled-x-mini-led-qled-smart-tv-23-85uxau,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/hisense-85-inches-uxau-4k-uled-x-mini-led-qled-smart-tv-23-85uxau,/televisions/all-tvs/tvs-85-inch-and-above,/televisions/all-tvs/tvs-85-inch-and-above
product_sitemap_1.xml,https://www.thegoodguys.com.au/astro-a10-star-killer-base-playstation-headset-black-939-002058,astro-a10-star-killer-base-playstation-headset-black-939-002058,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/astro-a10-star-killer-base-playstation-headset-black-939-002058,/gaming/gaming-accessories/gaming-headsets,/gaming/gaming-accessories/gaming-headsets
product_sitemap_1.xml,https://www.thegoodguys.com.au/haier-60cm-gas-on-steel-cooktop-hcg604wfcx3,haier-60cm-gas-on-steel-cooktop-hcg604wfcx3,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/haier-60cm-gas-on-steel-cooktop-hcg604wfcx3,/cooking-and-dishwashers/cooktops/gas-cooktops,/cooking-and-dishwashers/cooktops/gas-cooktops
product_sitemap_1.xml,https://www.thegoodguys.com.au/arlo-go-2-4g-and-wi-fi-mobile-security-camera-vml2030-100aus,arlo-go-2-4g-and-wi-fi-mobile-security-camera-vml2030-100aus,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/arlo-go-2-4g-and-wi-fi-mobile-security-camera-vml2030-100aus,/smart-home/home-security/security-cameras,/smart-home/home-security/security-cameras
product_sitemap_1.xml,https://www.thegoodguys.com.au/haier-60cm-gas-on-glass-cooktop-hcg604wfcg3,haier-60cm-gas-on-glass-cooktop-hcg604wfcg3,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/haier-60cm-gas-on-glass-cooktop-hcg604wfcg3,/cooking-and-dishwashers/cooktops/gas-cooktops,/cooking-and-dishwashers/cooktops/gas-cooktops
product_sitemap_1.xml,https://www.thegoodguys.com.au/sunbeam-cafe-series-conical-burr-grinder-emm0500bk,sunbeam-cafe-series-conical-burr-grinder-emm0500bk,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/sunbeam-cafe-series-conical-burr-grinder-emm0500bk,/small-kitchen-appliances/coffee-machines-and-beverages/coffee-grinders,/small-kitchen-appliances/coffee-machines-and-beverages/coffee-grinders
product_sitemap_1.xml,https://www.thegoodguys.com.au/sonos-era-300-stand-e30fsww1blk,sonos-era-300-stand-e30fsww1blk,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/sonos-era-300-stand-e30fsww1blk,/audio/home-audio/audio-accessories,/audio/home-audio/audio-accessories
product_sitemap_1.xml,https://www.thegoodguys.com.au/withings-sleep-analyser-wsm02-analyser,withings-sleep-analyser-wsm02-analyser,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/withings-sleep-analyser-wsm02-analyser,/health-and-grooming/health-and-fitness/health-monitoring,/health-and-grooming/health-and-fitness/health-monitoring
product_sitemap_1.xml,https://www.thegoodguys.com.au/astro-a10-star-killer-base-playstation-headset-white-939-002065,astro-a10-star-killer-base-playstation-headset-white-939-002065,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/astro-a10-star-killer-base-playstation-headset-white-939-002065,/gaming/gaming-accessories/gaming-headsets,/gaming/gaming-accessories/gaming-headsets
product_sitemap_1.xml,https://www.thegoodguys.com.au/westinghouse-60cm-electric-oven-wve6314wd,westinghouse-60cm-electric-oven-wve6314wd,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/westinghouse-60cm-electric-oven-wve6314wd,/cooking-and-dishwashers/ovens/electric-ovens,/cooking-and-dishwashers/ovens/electric-ovens
product_sitemap_1.xml,https://www.thegoodguys.com.au/wahl-lithium-pro-plus-cordless-clipper-3023138,wahl-lithium-pro-plus-cordless-clipper-3023138,2026-05-01T07:01:43.796Z,200,,https://www.thegoodguys.com.au/wahl-lithium-pro-plus-cordless-clipper-3023138,/health-and-grooming/grooming/hair-clippers,/health-and-grooming/grooming/hair-clippers
